noticeIdentifier,noticeVersion,organisationName,organisationIdentifier,organisationCity,organisationPostCode,organisationCountrySubdivision,organisationCountryCode,organisationInternetAddress,organisationNaturalPerson,organisationRole,buyerProfileURL,buyerLegalType,buyerContractingEntity,winnerSize,winnerOwnerNationality,winnerListed
be06fd66-2f8c-4429-abb7-0dc584b02c7b,1,Stephan & Stephan GmbH,DE265406559,Bentwisch,18182,DE80K,DEU,,,winner,,,,medium,DEU,
bfeff488-3b57-49ae-8099-8b73a9422629,1,Dr. Diestel GmbH,DE 137 382 177,Rostock,18057,DE803,DEU,,,winner,,,,medium,DEU,
a19a4cc6-cf2b-46ec-b774-2afe2b821924,1,WSH Wurzinger Klimatechnik GmbH,DE 815325403,Schnelldorf-Hilpertsweiler,91625,DE256,DEU,,,winner,,,,medium,DEU,
48e38f80-c78c-4d5b-b2c3-88cac3d15daf,1,Schniering GmbH,DE119659678,Essen,45356,DEA13,DEU,,,winner,,,,small,DEU,
33f1193a-1fb4-47a8-a8e6-db77c3192660,1,Planer TSGH GmbH,DE300043818,Rastede,26180,DE946,DEU,,FALSE,winner,,,,micro,DEU,FALSE
397ba3e3-3db2-4a4f-939c-3526bddc5be0,1,Joachim Dulitz Glas- und Leichtmetallbau GmbH,DE233520402,Guben,3172,DE40G,DEU,,,winner,,,,small,DEU,
2a670773-2b70-44dd-ab4e-72e906e3da2d,1,Generalbau GmbH,DE163259411,Cottbus,3055,DE402,DEU,,,winner,,,,small,DEU,
0ceaa9a3-febe-4df7-93cc-1ca2eacb24ea,1,GWR Bau GmbH,DE150101376,Elxleben,99189,DEG0D,DEU,,,winner,,,,small,DEU,
a4eed1e9-286e-4a0f-96d0-e27bdd0e637b,1,Michael Unsin GmbH,DE128236978,Erdweg,85253,DE217,DEU,,,winner,,,,,,
5f9fae8f-4087-4ad4-9c7a-dc2d7402e23a,1,DeVa Bau GmbH,DE298633455,Berlin,12524,DE300,DEU,,,winner,,,,small,DEU,
dcbb8e61-6384-4af6-9db4-99db524cd33f,1,Geiger FM Reinigung Süd GmbH,DE129092629,Dietmannsried,87463,DE27E,DEU,,,winner,,,,medium,DEU,
34d3c016-34f0-45ac-b879-b73679a0f037,1,alma GmbH Küchen,DE 815 905 209,Ahaus,48683,DEA34,DEU,,,winner,,,,small,DEU,
e3a9df15-5772-440b-b785-f3fad71870ea,1,Holtmann Malerei Meisterbetrieb GmbH,DE260632249,Berlin,13583,DE300,DEU,,,winner,,,,small,DEU,
ede7628d-8dc7-4a56-9471-ead447ae9df3,1,Greggersen Service GmbH,DE260913840,Hamburg,21031,DE600,DEU,,,winner,,,,medium,DEU,
ebb34721-d9b0-4ae4-8bef-aa96fc85e9e6,1,Fliesen Gammer,DE240437407,Loitzendorf,94359,DE22B,DEU,,,winner,,,,micro,DEU,
74cf40f4-c122-40aa-92d8-a6c12b9f7b68,1,Dobsch Bau GmbH,DE 133699029,Zeitlarn-Regendorf,93197,DE238,DEU,,,winner,,,,small,DEU,
29280876-3655-4b57-9f3f-f64af7f795fb,1,Wackler Service Group GmbH & Co. KG,DE140916811,Chemnitz,9247,DED41,DEU,,,winner,,,,large,,
29280876-3655-4b57-9f3f-f64af7f795fb,1,M & N Gebäudereinigung Sinani,DE364711302,Köln,51061,DEA23,DEU,,,winner,,,,small,,
7c2f44f6-17dd-43ad-b5cc-15d9133d575a,1,MAYER - TRANS Fuhr- u. Baggerbetriebs-,DE212043489,Ruhpolding,83324,DE21M,DEU,,,winner,,,,medium,DEU,
b0368360-eefe-41b7-881c-af8943ff0e71,1,Michael Fritsch Gerüstbau GmbH,DE129415488,München,80807,DE212,DEU,,,winner,,,,small,,
407ce3b3-93b8-4758-bfb5-23305142434b,1,F.X. Rauch GmbH & Co. KG,DE 130487158,München,80637,DE212,DEU,,,winner,,,,medium,DEU,
72a2dad6-50a5-4545-9ec7-031f3484395b,1,Meusel Elektrotechnik GmbH,DE255767516,Passau,94036,DE222,DEU,,,winner,,,,medium,DEU,
52d8c1cf-38f8-483b-a1e8-0fd3b433b68e,1,Gökser  Bau GmbH,DE323147325,Merseburg,6217,DEE0B,DEU,,,winner,,,,,,
f2605fe1-6e39-4e05-8308-e1fee9bbb154,1,R.S.D. plus Rheinische Sicherheitsdienste GmbH,DE 293041001,Köln,51149,DEA23,DEU,,,winner,,,,large,,FALSE
133b7fe4-a56b-462b-ab98-72dec7c01253,1,Noll Fensterbau GmbH,DE217317757,Mühlheim,63165,DE71C,DEU,,,winner,,,,medium,DEU,
1f481b0c-bfa0-46d4-a7a5-2d69c77a2f10,1,Veolia Klärschlammverwertung Deutschland GmbH,DE141626150,Markranstädt,4420,DED52,DEU,,,winner,,,,large,DEU,FALSE
bf7aced4-ee98-4e98-945b-22c8d4207f79,1,FB Hoch- und Tiefbau GmbH,DE251179997,Cadolzburg,90556,DE258,DEU,,,winner,,,,large,DEU,
451e40ee-9b17-4edf-b676-a13fce490125,1,B1 Systems GmbH,DE814104746,Vohburg,85088,DE21J,DEU,,,winner,,,,small,DEU,
c5027427-d08d-4b25-bf66-f65429a486b8,1,S+T Fassaden GmbH   **** GÜLTIG ****,DE169186040,Tessin,18195,DE80K,DEU,,,winner,,,,medium,DEU,
3cf143a6-1c2e-4637-b5c5-85af56b61ef7,1,Eiblmeier GmbH,DE 185 742 985,Aufhausen,94428,DE22C,DEU,,,winner,,,,medium,DEU,
5d341bfe-e857-47d7-a9e1-dac751fcfb35,1,INVER - Ingenieurbüro für Verkehrsanlagen GmbH,DE150103511,Erfurt,99084,DEG01,DEU,,,winner,,,,large,DEU,
628ad3d0-9ff5-434d-ae8f-1a5a5e31399e,1,"A.D.U. Gebäudeservice Urban
GmbH,",DE 159923826,Paderborn,33100,DEA47,DEU,,,winner,,,,medium,,
628ad3d0-9ff5-434d-ae8f-1a5a5e31399e,1,Erich Niediek GmbH & Co. KG,DE180796370,Bielefeld,33647,DEA41,DEU,,,winner,,,,medium,,
628ad3d0-9ff5-434d-ae8f-1a5a5e31399e,1,ROFRA Gebäudereinigung,DE198744399,Bramsche,49565,DE94E,DEU,,,winner,,,,medium,,
5357b8bb-1d51-43d5-8e96-d52772b65ec2,1,Josef Rädlinger Ingenieurbau GmbH,DE813648645,Windorf,94575,DE228,DEU,,,winner,,,,medium,DEU,
1823f78f-5464-46ea-a25c-b8ea4f60bc75,1,Link GmbH,DE 811343873,Fellbach,70736,DE116,DEU,,,winner,,,,medium,DEU,
98d06261-361c-4418-a8d1-90a8506fc1eb,1,a2bau GmbH,DE316731847,Stuttgart,70182,DE111,DEU,,,winner,,,,medium,DEU,
802d31c5-669a-48fc-b60c-5ef0692ef82a,1,DARE GmbH,DE218255776,Berlin,13127,DE300,DEU,,,winner,,,,small,DEU,
a9fceb6a-2d5f-4e3d-bef8-e4ae23b37bbf,1,WPW GmbH BERATEN PLANEN STEUERN,DE205941976,Saarbrücken,66115,Dec01,DEU,,,winner,,,,small,DEU,
0b15ce70-8358-4df1-869a-3d20fa962576,1,Jansen Tore GmbH + Co. KG,UStID.DE 264 352 890,Surwold,26903,DE949,DEU,,FALSE,winner,,,,large,DEU,
6e4498d6-0d5b-433a-a961-cbbf0315f0b4,1,YUNEX GmbH,DE340533785,München,81739,DE212,DEU,,,winner,,,,large,DEU,
